Remove Stopwords,Apply Stemming,Precision,Recall,F1,Precision Std,Recall Std,F1 Std
True,True,0.581183176341105,0.6691871664790995,0.6209715390077386,0.05491553090405094,0.04085179900071637,0.04147363093244364
True,False,0.5502232618139826,0.5227911015951558,0.5344488577043357,0.03282839062892019,0.07316718554235883,0.05143202368970257
False,True,0.6214909760994344,0.5942923743998754,0.6046035274896927,0.06480346860121423,0.05961677448695201,0.04407272189148466
False,False,0.5910586128571478,0.45107578407823024,0.5101509996141564,0.060401080471820086,0.04947771732834469,0.046334555402909886
